bike_id,lat,lon,is_reserved,is_disabled,jump_vehicle_type,jump_ebike_battery_level,jump_vehicle_name,company,time_scraped
ccc88aa1-cadf-5c33-bf71-60180c8ef79e,33.809213,-84.428983,0,0,scooter,86%,CMU699,jump,2019-08-22 11:33:26.668917-04:00
e85d662c-ccc0-5e86-b573-fa2b140fb534,33.772271,-84.378193,0,0,scooter,46%,DHE293,jump,2019-08-22 11:33:26.668917-04:00
53c49bb9-cba9-5c16-9d58-9ae9ea35895f,33.753221,-84.391155,0,0,scooter,77%,JDH041,jump,2019-08-22 11:33:26.668917-04:00
3c5fb41e-bfa2-5d76-8a23-b7c7f59d14d7,33.746756,-84.372503,0,0,scooter,90%,GOQ377,jump,2019-08-22 11:33:26.668917-04:00
1799283f-96f0-518a-806d-86c5f40c098d,33.757323,-84.389658,0,0,scooter,89%,NLV945,jump,2019-08-22 11:33:26.668917-04:00
b5264c12-97cd-5bb6-ac9a-495473b59c63,33.788053,-84.383871,0,0,scooter,90%,GPE926,jump,2019-08-22 11:33:26.668917-04:00
39246cb5-8d44-53a9-9140-dd8d9c303aeb,33.776871,-84.451093,0,0,scooter,98%,SEM394,jump,2019-08-22 11:33:26.668917-04:00
d7f1b4ca-a98e-5d83-af0f-2a9048094c8a,33.775386,-84.352706,0,0,scooter,86%,XEQ034,jump,2019-08-22 11:33:26.668917-04:00
95d12376-564b-50b4-a6c8-0582567286fe,33.750033,-84.398811,0,0,scooter,59%,WEH793,jump,2019-08-22 11:33:26.668917-04:00
0b8cfb53-c3c0-5678-b510-46bbedeb9dd0,33.762471,-84.3956,0,0,scooter,85%,ZAV175,jump,2019-08-22 11:33:26.668917-04:00
a1baf453-e6e4-5099-ba36-2de42a6fbce9,33.782453,-84.354355,0,0,scooter,81%,MRL127,jump,2019-08-22 11:33:26.668917-04:00
97da63ff-8568-5bb8-bbe6-d18144468600,33.74902,-84.418785,0,0,scooter,50%,QXH594,jump,2019-08-22 11:33:26.668917-04:00
93ae59a9-ea8d-58ce-8c0a-01e337993ada,33.772653,-84.501888,0,0,scooter,59%,7844,jump,2019-08-22 11:33:26.668917-04:00
9cc8baa1-839c-57cf-bb85-aeaeb7594862,33.757453,-84.390103,0,0,scooter,87%,UMC181,jump,2019-08-22 11:33:26.668917-04:00
03b15963-cf4d-5672-818d-92f6745027e1,33.757533,-84.387748,0,0,scooter,41%,NHH126,jump,2019-08-22 11:33:26.668917-04:00
867b55d5-4613-55cc-b857-a4e7db6fa3bc,33.823508,-84.333241,0,0,scooter,98%,AFG397,jump,2019-08-22 11:33:26.668917-04:00
bee1c577-ae80-5350-b269-1f5483a6fc5e,33.780085,-84.369106,0,0,scooter,94%,CLF313,jump,2019-08-22 11:33:26.668917-04:00
d5910432-ff1b-59c1-9405-fad15a94300a,33.76217,-84.348981,0,0,scooter,60%,UEU435,jump,2019-08-22 11:33:26.668917-04:00
4bfcf516-6f1e-5f64-90d7-943e42d0679e,33.77722,-84.352531,0,0,scooter,76%,CKN512,jump,2019-08-22 11:33:26.668917-04:00
fd950ae2-4db0-5012-9942-5d5c1fef0760,33.74856,-84.400648,0,0,scooter,49%,UCB872,jump,2019-08-22 11:33:26.668917-04:00
7d93c36c-3cab-5f33-8c68-748588d1bfc4,33.780706,-84.386881,0,0,scooter,47%,QNL310,jump,2019-08-22 11:33:26.668917-04:00
fa415245-c673-501c-b21a-04db4afb3185,33.78027,-84.387375,0,0,scooter,84%,NVL120,jump,2019-08-22 11:33:26.668917-04:00
44bc9cbd-d6db-54af-8f55-d4130afce0e5,33.785553,-84.378755,0,0,scooter,71%,DTT551,jump,2019-08-22 11:33:26.668917-04:00
4f05aa2f-9190-534b-a50c-bf8b50a42cca,33.771498,-84.385333,0,0,scooter,68%,SCD783,jump,2019-08-22 11:33:26.668917-04:00
9bd8306d-b251-59ab-b5c4-9426e5fb2f3b,33.754496,-84.391358,0,0,scooter,64%,NTU707,jump,2019-08-22 11:33:26.668917-04:00
fda86217-a058-579b-ac20-e5780d89e9de,33.781516,-84.386483,0,0,scooter,72%,NMM013,jump,2019-08-22 11:33:26.668917-04:00
8fe92604-02af-504a-95b3-a8235f984c09,33.80935,-84.429451,0,0,scooter,82%,QHK956,jump,2019-08-22 11:33:26.668917-04:00
f2fb1c9b-05cc-5565-8b84-67d1a5d1a579,33.809176,-84.429038,0,0,scooter,92%,RZX234,jump,2019-08-22 11:33:26.668917-04:00
5bdc503e-ea0e-509d-9fda-c181dcd313b4,33.770613,-84.399576,0,0,scooter,44%,UGS744,jump,2019-08-22 11:33:26.668917-04:00
83ded228-fce0-5230-8351-c35ef9d1d0aa,33.816626,-84.039365,0,0,scooter,93%,JVS260,jump,2019-08-22 11:33:26.668917-04:00
c2214b0f-6665-5372-9667-472a55aab365,33.75552,-84.414025,0,0,scooter,62%,TGA008,jump,2019-08-22 11:33:26.668917-04:00
da39a20b-312d-5b06-b87e-ebd282e46b86,33.75881,-84.348965,0,0,scooter,80%,4459,jump,2019-08-22 11:33:26.668917-04:00
7747bdf6-67fb-5193-ad5c-da76f6d46a02,33.763673,-84.359003,0,0,scooter,97%,FZE211,jump,2019-08-22 11:33:26.668917-04:00
950f9362-576f-56ca-974b-04c6a31ff86e,33.783245,-84.383875,0,0,scooter,84%,7397,jump,2019-08-22 11:33:26.668917-04:00
7a2dcc33-bcde-5610-a0b6-5c89e7712a4b,33.809155,-84.429393,0,0,scooter,85%,CET605,jump,2019-08-22 11:33:26.668917-04:00
5045c84a-d39b-5a8a-a0d1-264471eece83,33.767916,-84.396175,0,0,scooter,53%,DRX520,jump,2019-08-22 11:33:26.668917-04:00
7f5a423d-c338-510a-b64a-7ad56be36183,33.771193,-84.367858,0,0,scooter,85%,ORQ996,jump,2019-08-22 11:33:26.668917-04:00
fb32ee7c-cb71-513e-97c0-15e31d7e140b,33.771151,-84.366128,0,0,scooter,86%,IMQ014,jump,2019-08-22 11:33:26.668917-04:00
67c0a4bd-46aa-5923-958e-df2a8040a8af,33.75281,-84.412868,0,0,scooter,62%,HHP155,jump,2019-08-22 11:33:26.668917-04:00
a0fbece2-53c0-5df1-b703-40bb9fc0ad8c,33.762108,-84.396641,0,0,scooter,57%,EMV647,jump,2019-08-22 11:33:26.668917-04:00
731ce521-7681-52b5-bf23-9e5e0eb5cd56,33.790025,-84.384841,0,0,scooter,79%,PWE989,jump,2019-08-22 11:33:26.668917-04:00
493b4d11-39ef-52ad-92ba-3fd00b6159cc,33.766608,-84.349216,0,0,scooter,51%,TDY355,jump,2019-08-22 11:33:26.668917-04:00
db7303bc-d955-5977-b41b-a54161247074,33.782296,-84.354475,0,0,scooter,81%,JLE981,jump,2019-08-22 11:33:26.668917-04:00
b70aec25-78a4-5d2f-b8e9-846476ff63d5,33.758835,-84.348786,0,0,scooter,77%,XYS491,jump,2019-08-22 11:33:26.668917-04:00
115472eb-54e1-50b8-b0ab-0616484a72f3,33.70122,-84.443981,0,0,scooter,33%,SHL553,jump,2019-08-22 11:33:26.668917-04:00
5866b84e-228f-5682-8c87-f0421aaed7c8,33.779368,-84.367765,0,0,scooter,52%,WWJ845,jump,2019-08-22 11:33:26.668917-04:00
d8447001-b907-5c8d-a734-f66de7a0c538,33.728783,-84.312278,0,0,scooter,55%,IZB388,jump,2019-08-22 11:33:26.668917-04:00
b70b1be5-6265-5400-88b8-40bb803e27b0,33.749968,-84.401045,0,0,scooter,52%,MFV575,jump,2019-08-22 11:33:26.668917-04:00
95d33489-6801-5d3f-badf-4c0428cad5cd,33.760401,-84.327846,0,0,scooter,48%,LRK128,jump,2019-08-22 11:33:26.668917-04:00
d4f4594f-e1f1-59f5-b4a2-da43a446f0cc,33.809185,-84.429456,0,0,scooter,83%,NWL242,jump,2019-08-22 11:33:26.668917-04:00
055171ff-060f-5463-b26d-b81a2d3ecba5,33.75079,-84.38594,0,0,scooter,58%,QVA349,jump,2019-08-22 11:33:26.668917-04:00
dd7b541b-1d02-5da6-ab66-bdd83d0a40f3,33.761913,-84.36027,0,0,scooter,93%,AWR678,jump,2019-08-22 11:33:26.668917-04:00
c89a6465-b0c0-5f50-bea3-987236b4c25e,33.782418,-84.354601,0,0,scooter,78%,PQM308,jump,2019-08-22 11:33:26.668917-04:00
02834b8e-be2b-5c36-b700-c8473ceebc0d,33.808945,-84.42882,0,0,scooter,52%,UIE872,jump,2019-08-22 11:33:26.668917-04:00
4dcdf019-3f9a-51d2-936f-1973e9c73523,33.551303,-84.451303,0,0,scooter,80%,MGA495,jump,2019-08-22 11:33:26.668917-04:00
bc21a578-2757-5e6e-b3bb-cfc027df4a55,33.768125,-84.385335,0,0,scooter,19%,CMK079,jump,2019-08-22 11:33:26.668917-04:00
e8c78676-78eb-5dd1-a83b-c074da4cce9d,33.551761,-84.451245,0,0,scooter,100%,BGO995,jump,2019-08-22 11:33:26.668917-04:00
de737bdd-fb61-5bbc-b751-b968ae461d02,33.809243,-84.42942,0,0,scooter,55%,EZX908,jump,2019-08-22 11:33:26.668917-04:00
fc812c98-1121-5640-b81c-c8f51c527871,33.794615,-84.401475,0,0,scooter,55%,FTV073,jump,2019-08-22 11:33:26.668917-04:00
10cf9183-de2b-5054-8286-4123b197b7ce,33.809021,-84.429081,0,0,scooter,44%,APE820,jump,2019-08-22 11:33:26.668917-04:00
73646c33-7120-5f0b-9f7b-ceaedf3e5b92,33.758575,-84.38998,0,0,scooter,91%,VQP222,jump,2019-08-22 11:33:26.668917-04:00
64a41fe3-871e-52a9-a81c-3874e1f748db,33.752293,-84.382356,0,0,scooter,48%,TSN780,jump,2019-08-22 11:33:26.668917-04:00
4b4dc0ed-fbc8-54c5-84b0-f58d9fd169c1,33.749673,-84.399005,0,0,scooter,83%,KER329,jump,2019-08-22 11:33:26.668917-04:00
7e53e79a-508c-58e9-9d43-41020f6a6fc3,33.753031,-84.387635,0,0,scooter,54%,VEN619,jump,2019-08-22 11:33:26.668917-04:00
19f736e4-d652-59ce-89e0-1ccbd4d9ca6d,33.775016,-84.387531,0,0,scooter,94%,HDH527,jump,2019-08-22 11:33:26.668917-04:00
8559955b-4094-5133-9a3c-c6604231cf76,33.761426,-84.396065,0,0,scooter,83%,GSB218,jump,2019-08-22 11:33:26.668917-04:00
f0197369-20f1-586a-a9a6-7646caf27792,33.761885,-84.360255,0,0,scooter,97%,HRO082,jump,2019-08-22 11:33:26.668917-04:00
7c364949-8578-568a-a378-db1549a910a0,33.757181,-84.391435,0,0,scooter,77%,SNE802,jump,2019-08-22 11:33:26.668917-04:00
25da3b78-0d0e-5c6a-94a8-4b2f7950214b,33.762511,-84.392213,0,0,scooter,42%,QXY100,jump,2019-08-22 11:33:26.668917-04:00
68db3744-3774-5379-b0a0-fda4bc29b571,33.763716,-84.358965,0,0,scooter,69%,QML140,jump,2019-08-22 11:33:26.668917-04:00
6e447557-2ded-56a9-a62d-b0c62731a0c0,33.767475,-84.378448,0,0,scooter,40%,FAC420,jump,2019-08-22 11:33:26.668917-04:00
39645124-1b50-5df6-8e2d-8d2c2d568855,33.7818,-84.380611,0,0,scooter,77%,FHV642,jump,2019-08-22 11:33:26.668917-04:00
1f5d7d64-49e1-5208-8148-8cc005802dc3,33.770141,-84.454846,0,0,scooter,53%,IPG470,jump,2019-08-22 11:33:26.668917-04:00
8a809b1a-8d0e-54f9-8b9c-7b0349d36003,33.788696,-84.358995,0,0,scooter,47%,LKO312,jump,2019-08-22 11:33:26.668917-04:00
ef233e05-f72c-59f0-a472-f68ba6898dae,33.77327,-84.365115,0,0,scooter,38%,FTW215,jump,2019-08-22 11:33:26.668917-04:00
fe8fdc73-3f0b-5399-a3b3-b0e3d165d3ae,33.768416,-84.399415,0,0,scooter,81%,MGV975,jump,2019-08-22 11:33:26.668917-04:00
295e07e7-6fa6-5493-bedb-bba73f2f9dce,33.808861,-84.428866,0,0,scooter,94%,4379,jump,2019-08-22 11:33:26.668917-04:00
06384448-7338-5a6f-afd9-83600cbdfd26,33.809341,-84.429398,0,0,scooter,57%,XUK758,jump,2019-08-22 11:33:26.668917-04:00
6c1d1b42-7f62-570f-adac-d4dd16795e78,33.786488,-84.379923,0,0,scooter,87%,TJE777,jump,2019-08-22 11:33:26.668917-04:00
e0114961-d99b-5800-9ece-884c7a7a045c,33.780263,-84.369153,0,0,scooter,75%,XTO636,jump,2019-08-22 11:33:26.668917-04:00
47220bda-f2c0-588c-8a2f-bef2b73da5ab,33.757111,-84.364383,0,0,scooter,93%,OTC858,jump,2019-08-22 11:33:26.668917-04:00
ca21b6c8-7eda-5a0c-a5f0-c707892e265e,33.786496,-84.379871,0,0,scooter,81%,NDD737,jump,2019-08-22 11:33:26.668917-04:00
de4cc5e6-a712-5b98-bafc-e6330413913e,33.808911,-84.4288,0,0,scooter,60%,ULY079,jump,2019-08-22 11:33:26.668917-04:00
889f403f-ad4f-5ea2-a3ba-bafba286ee0b,33.757445,-84.390101,0,0,scooter,77%,HAD866,jump,2019-08-22 11:33:26.668917-04:00
7b898667-51d6-5e7f-beb8-3dfb0ea70442,33.75466,-84.413535,0,0,scooter,86%,GIG391,jump,2019-08-22 11:33:26.668917-04:00
f70b7840-4525-5086-99c1-c7fb73096d9d,33.791878,-84.393961,0,0,scooter,32%,YBM010,jump,2019-08-22 11:33:26.668917-04:00
5524198f-0ece-5f08-a69f-9e2317eb787d,33.779481,-84.36784,0,0,scooter,48%,VUF312,jump,2019-08-22 11:33:26.668917-04:00
83e1d32c-7981-5eed-82c2-63616dd162d5,33.762975,-84.391893,0,0,scooter,96%,KNF922,jump,2019-08-22 11:33:26.668917-04:00
95146df1-d7b1-5a24-8e90-9500bc6ca9a0,33.773298,-84.422715,0,0,scooter,74%,EXM000,jump,2019-08-22 11:33:26.668917-04:00
2af9cc10-4167-51d9-8206-841f2a6430b4,33.749565,-84.394516,0,0,scooter,43%,SWS133,jump,2019-08-22 11:33:26.668917-04:00
6069d4bc-71ce-5203-8471-80b2ae77bae9,33.773148,-84.36513,0,0,scooter,77%,SWU917,jump,2019-08-22 11:33:26.668917-04:00
cec7a8d8-69ed-5253-a08a-3c818bf4ccbe,33.823305,-84.032611,0,0,scooter,99%,WKA422,jump,2019-08-22 11:33:26.668917-04:00
9dcfa847-c237-533d-a3bc-bda91a3b93b1,33.808965,-84.428805,0,0,scooter,55%,ACR126,jump,2019-08-22 11:33:26.668917-04:00
2f8ed431-c761-5cf2-9db1-e530f53145d1,33.750781,-84.385993,0,0,scooter,59%,7508,jump,2019-08-22 11:33:26.668917-04:00
504e17e9-c16f-55fb-8481-4b496b987785,33.758451,-84.348783,0,0,scooter,50%,VJT038,jump,2019-08-22 11:33:26.668917-04:00
72f946e8-5ed0-5f0e-beff-9874850d59d9,33.77577,-84.401325,0,0,scooter,53%,FYR040,jump,2019-08-22 11:33:26.668917-04:00
4d317df4-6540-5303-bec1-7ba3b8ccea0d,33.701281,-84.444051,0,0,scooter,35%,KPO050,jump,2019-08-22 11:33:26.668917-04:00
61059e5d-1c8b-533c-a01f-5f2ed65b0146,33.780636,-84.37091,0,0,scooter,45%,URK063,jump,2019-08-22 11:33:26.668917-04:00
666efa5d-3807-50c6-a4f8-2fbe73c1a6de,33.761536,-84.395958,0,0,scooter,87%,GWT368,jump,2019-08-22 11:33:26.668917-04:00
4f565be3-d998-5c2f-9baa-37946bb78c05,33.763695,-84.358988,0,0,scooter,86%,EWK986,jump,2019-08-22 11:33:26.668917-04:00
d0340bcd-4354-5260-bf9d-b98d5be5c281,33.762408,-84.395773,0,0,scooter,87%,NWP577,jump,2019-08-22 11:33:26.668917-04:00
6423f718-e546-5547-8f26-6c949584d21f,33.757675,-84.390048,0,0,scooter,89%,AZC260,jump,2019-08-22 11:33:26.668917-04:00
3e60e429-169d-5dc8-bd26-d35bc3f66bb5,33.766625,-84.349161,0,0,scooter,79%,VGC329,jump,2019-08-22 11:33:26.668917-04:00
fda03307-866d-512f-9287-9e00d8e6ecbf,33.746735,-84.395728,0,0,scooter,69%,7078,jump,2019-08-22 11:33:26.668917-04:00
f1797b9e-7e78-5b66-b0ad-0ef021202089,33.718615,-84.385021,0,0,scooter,59%,KOL989,jump,2019-08-22 11:33:26.668917-04:00
ae21f629-c3ae-5691-8f5b-69519a33a98e,33.733316,-84.237646,0,0,scooter,70%,KLD444,jump,2019-08-22 11:33:26.668917-04:00
c76d2984-7fe9-57c2-9b32-3cf63b238de5,33.80895,-84.428928,0,0,scooter,47%,NOA741,jump,2019-08-22 11:33:26.668917-04:00
88c36bc8-244f-5f48-bcaa-9fdb85e4b9b3,33.809166,-84.429633,0,0,scooter,54%,SQZ775,jump,2019-08-22 11:33:26.668917-04:00
f2e47d04-09a6-5612-bcab-28a227c69c06,33.780658,-84.404756,0,0,scooter,62%,MFJ399,jump,2019-08-22 11:33:26.668917-04:00
28ec665c-8000-530f-8384-59b192af25eb,33.788235,-84.377608,0,0,scooter,69%,TBD530,jump,2019-08-22 11:33:26.668917-04:00
7a3d72b7-46e3-5926-adf1-7d109686ea9a,33.758978,-84.348701,0,0,scooter,80%,8376,jump,2019-08-22 11:33:26.668917-04:00
84c71562-21b4-5fcb-b8d7-bdf023c7cebf,33.746308,-84.362253,0,0,scooter,68%,7891,jump,2019-08-22 11:33:26.668917-04:00
a20d04b1-8138-5b3f-908c-be38669c2155,33.780958,-84.368921,0,0,scooter,68%,MSQ858,jump,2019-08-22 11:33:26.668917-04:00
46f98444-24c9-5907-97e0-69608dd16cd3,33.809108,-84.428941,0,0,scooter,86%,OFQ426,jump,2019-08-22 11:33:26.668917-04:00
63935316-035d-5f47-947e-8f1a06e857d5,33.776893,-84.451116,0,0,scooter,93%,YOV143,jump,2019-08-22 11:33:26.668917-04:00
fc89b190-4d4b-5fcc-9858-21b38556eb3e,33.776948,-84.396775,0,0,scooter,69%,QLL859,jump,2019-08-22 11:33:26.668917-04:00
01bb1b69-3a8a-53f0-b623-d6c69b7d2451,33.77659,-84.407715,0,0,scooter,78%,ANS874,jump,2019-08-22 11:33:26.668917-04:00
25368604-5834-57e9-b567-02c22231b807,33.80927,-84.429398,0,0,scooter,73%,XUU177,jump,2019-08-22 11:33:26.668917-04:00
5057c276-c867-599c-bf2d-3a205ead4504,33.764876,-84.390553,0,0,scooter,48%,OKH683,jump,2019-08-22 11:33:26.668917-04:00
e2743a3a-5237-5466-996e-cf2c7037bce3,33.772456,-84.37784,0,0,scooter,90%,WZZ672,jump,2019-08-22 11:33:26.668917-04:00
f051a9bb-4eb6-576a-a892-235be2eb05bd,33.809076,-84.429133,0,0,scooter,54%,UPY325,jump,2019-08-22 11:33:26.668917-04:00
eda17735-beaa-5937-85fd-bda59b84f9c6,33.774895,-84.38724,0,0,scooter,83%,QBQ508,jump,2019-08-22 11:33:26.668917-04:00
4a0b72bd-a4a2-58b8-b520-c67aacd4c032,33.771463,-84.389608,0,0,scooter,86%,OPO724,jump,2019-08-22 11:33:26.668917-04:00
04f2a001-859b-500d-8dc9-a56f157df91f,33.782943,-84.380951,0,0,scooter,61%,WLZ736,jump,2019-08-22 11:33:26.668917-04:00
a32cd570-653a-5e09-b2ca-7360d35ab422,33.74755,-84.412713,0,0,scooter,75%,KEH188,jump,2019-08-22 11:33:26.668917-04:00
8811c364-fda8-5a6b-9ad3-f74b8664c1fd,33.791161,-84.40722,0,0,scooter,65%,BAH416,jump,2019-08-22 11:33:26.668917-04:00
30906773-6c20-5509-8706-6e66970a1d80,33.753001,-84.391268,0,0,scooter,60%,FFD685,jump,2019-08-22 11:33:26.668917-04:00
7191f069-a639-56b8-8cb7-26f366589e58,33.763071,-84.387595,0,0,scooter,61%,LND343,jump,2019-08-22 11:33:26.668917-04:00
7c0c0f6f-4d9e-5c26-8f4b-f2a5e9d816ba,33.782006,-84.406935,0,0,scooter,62%,IET514,jump,2019-08-22 11:33:26.668917-04:00
78dc00ad-8f87-599b-9f3c-ffc76425f8e3,33.78635,-84.37992,0,0,scooter,92%,YHJ146,jump,2019-08-22 11:33:26.668917-04:00
94faf795-5cde-500e-bda0-e280b8724c48,33.786441,-84.379951,0,0,scooter,78%,BZD174,jump,2019-08-22 11:33:26.668917-04:00
82f28c48-7635-52a8-928e-a13d78334218,33.823475,-84.33311,0,0,scooter,31%,JRA820,jump,2019-08-22 11:33:26.668917-04:00
226edf9c-6000-50b0-8a18-6eaa24333d7e,33.764378,-84.36105,0,0,scooter,62%,QUY191,jump,2019-08-22 11:33:26.668917-04:00
e696bbb3-e69a-56da-a1a1-de78f7724d9a,33.700986,-84.444056,0,0,scooter,81%,XTF971,jump,2019-08-22 11:33:26.668917-04:00
ccd6754d-5ea1-525b-815e-130045d5dc64,33.701118,-84.44397,0,0,scooter,91%,XWB934,jump,2019-08-22 11:33:26.668917-04:00
9d0fd2ff-0536-57d5-a0f9-92003d96a471,33.75434,-84.389973,0,0,scooter,40%,CTO230,jump,2019-08-22 11:33:26.668917-04:00
03af6a3f-c315-5de6-b111-b949b4a6e9ea,33.78411,-84.412185,0,0,scooter,85%,YDJ265,jump,2019-08-22 11:33:26.668917-04:00
3a423db5-c743-598e-8bc6-435ff2a5585f,33.755511,-84.414061,0,0,scooter,66%,ZJS470,jump,2019-08-22 11:33:26.668917-04:00
02af4291-bddd-5594-826b-d1c02b9eb79a,33.752351,-84.384298,0,0,scooter,64%,PWT852,jump,2019-08-22 11:33:26.668917-04:00
93afaf08-126b-5bf6-8663-902a8efc4cb3,33.700838,-84.444731,0,0,scooter,79%,NYY659,jump,2019-08-22 11:33:26.668917-04:00
a851b692-5d11-519c-9b01-440584bf2893,33.809076,-84.428991,0,0,scooter,95%,HJV763,jump,2019-08-22 11:33:26.668917-04:00
7507d11c-ba2c-51a6-b3ae-70f59b3dc86e,33.701205,-84.443993,0,0,scooter,66%,ZJY881,jump,2019-08-22 11:33:26.668917-04:00
8067bebb-0691-5637-9deb-beb1ade49fca,33.77955,-84.387231,0,0,scooter,86%,ZJN451,jump,2019-08-22 11:33:26.668917-04:00
8cdfb4c1-da86-5a3f-b77f-84ff3fce12d0,33.809183,-84.428975,0,0,scooter,88%,QAA493,jump,2019-08-22 11:33:26.668917-04:00
4e723330-1a50-54e4-a257-2cce7b6461e6,33.750866,-84.385658,0,0,scooter,53%,ETB908,jump,2019-08-22 11:33:26.668917-04:00
80c69787-1f82-5cc6-a141-156bf11e0d95,33.776873,-84.384266,0,0,scooter,83%,TZP935,jump,2019-08-22 11:33:26.668917-04:00
404b4a9e-45ce-5222-b12f-09f661abd225,33.776231,-84.38332,0,0,scooter,92%,LDJ884,jump,2019-08-22 11:33:26.668917-04:00
39fc35a3-53e1-57c3-a8dc-63ac3876d2a7,33.764941,-84.40689,0,0,scooter,85%,PNU065,jump,2019-08-22 11:33:26.668917-04:00
be9abfe5-b33c-5416-8402-908f0a8f8fb1,33.777436,-84.397803,0,0,scooter,75%,CIN234,jump,2019-08-22 11:33:26.668917-04:00
303706b2-af5f-56cc-8ee0-7230ccc907ef,33.775533,-84.402121,0,0,scooter,54%,ONV750,jump,2019-08-22 11:33:26.668917-04:00
c7440df6-3c4a-5c95-8401-8366a354a0bc,33.764893,-84.349025,0,0,scooter,57%,XZV500,jump,2019-08-22 11:33:26.668917-04:00
0f32af6f-f530-5ea9-8f57-9cbc317291dd,33.761316,-84.340016,0,0,scooter,33%,YTL853,jump,2019-08-22 11:33:26.668917-04:00
18cacce9-8175-535b-b8ef-23861cb34365,33.750806,-84.385933,0,0,scooter,64%,NSI963,jump,2019-08-22 11:33:26.668917-04:00
f66917ab-161b-599c-b013-9e3cb9d1fefc,33.808945,-84.428728,0,0,scooter,64%,KBH377,jump,2019-08-22 11:33:26.668917-04:00
5eae0c29-83e9-515e-85f6-6da90bd910a3,33.762168,-84.387331,0,0,scooter,60%,UXY364,jump,2019-08-22 11:33:26.668917-04:00
2d2b1a2b-3d7f-58ca-a866-639cd7d7d4cd,33.758703,-84.389245,0,0,scooter,97%,QPL111,jump,2019-08-22 11:33:26.668917-04:00
93e1824e-4feb-5299-b976-a89fcde1d303,33.728848,-84.312363,0,0,scooter,77%,JWN290,jump,2019-08-22 11:33:26.668917-04:00
